n_g,n_s,n_b,promoted,KS_gold,KS_silver,KS_bronze,KS_max,KS_mean
2,5,4,121,0.5014901412892956,0.06096642962393489,0.06029558883681502,0.5014901412892956,0.2075840532500152
2,5,5,119,0.5171856757014075,0.05936909647579963,0.06710161703321754,0.5171856757014075,0.21455212973680818
2,5,6,118,0.5252329624127022,0.06278741295493367,0.07059114843900022,0.5252329624127022,0.21953717460221203
2,5,7,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,8,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,9,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,10,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,11,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,12,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,13,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,14,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
2,5,15,117,0.5334178095806003,0.06626416219439474,0.07414032995428343,0.5334178095806003,0.22460743390975949
